category_code,service_code,display_name
CLEANING,WARDROBE_CLEANING,Wardrobe Cleaning
CLEANING,KITCHEN_CHIMNEY_DEGREASING,Kitchen Chimney Degreasing
CLEANING,GAS_STOVE_DEEP_CLEANING,Gas Stove Deep Cleaning
CLEANING,BATHROOM_TILE_DEGREASING,Bathroom Tile Degreasing
CLEANING,SANITIZATION_SERVICE,Home / Office Sanitization
CLEANING,PEST_FREE_DEEP_CLEANING,Pest Free Deep Cleaning
CLEANING,DUSTING_SERVICE,Dusting & Vacuum Cleaning
CLEANING,VACUUM_CLEANING_SERVICE,Vacuum Cleaning
CLEANING,UPHOLSTERY_CLEANING,Sofa & Upholstery Cleaning
CLEANING,BLINDS_CLEANING,Blinds Cleaning
CLEANING,DOOR_TRACK_CLEANING,Door Track Cleaning
CLEANING,GRILL_CLEANING,Grill Cleaning
CLEANING,BALCONY_GRILL_CLEANING,Balcony Grill Cleaning
CLEANING,COMPOUND_WALL_CLEANING,Compound Wall Cleaning
CLEANING,ROOFTOP_CLEANING,Rooftop Cleaning
CLEANING,BASEMENT_CLEANING,Basement Cleaning
CLEANING,GARAGE_CLEANING,Garage Cleaning
CLEANING,WAREHOUSE_CLEANING,Warehouse Cleaning
CLEANING,RETAIL_STORE_CLEANING,Retail Store Cleaning
CLEANING,RESTAURANT_KITCHEN_CLEANING,Restaurant Kitchen Cleaning
CLEANING,HOSPITAL_CLEANING,Hospital Cleaning
CLEANING,SCHOOL_CLEANING,School Cleaning
CLEANING,EVENT_CLEANING,Event Cleaning
CLEANING,POST_PARTY_CLEANING,Post-Party Cleanup
CLEANING,FESTIVAL_DEEP_CLEANING,Festival Deep Cleaning
CLEANING,DIWALI_DEEP_CLEANING,Diwali Deep Cleaning
CLEANING,WEEKLY_HOME_CLEANING,Weekly Home Cleaning
CLEANING,MONTHLY_HOME_CLEANING,Monthly Home Cleaning
CLEANING,ONE_TIME_DEEP_CLEANING,One-Time Deep Cleaning
CLEANING,BATHROOM_DESCALING,Bathroom Hard-Water Descaling
CLEANING,HARD_WATER_STAIN_REMOVAL,Hard-Water Stain Removal
CLEANING,KITCHEN_CABINET_CLEANING,Kitchen Cabinet Cleaning
CLEANING,EXHAUST_FAN_CLEANING,Exhaust Fan Cleaning
CLEANING,WINDOW_SCREEN_CLEANING,Window Screen Cleaning
CLEANING,SKYLIGHT_CLEANING,Skylight Cleaning
CLEANING,STAIR_CLEANING,Stair Cleaning
CLEANING,ELEVATOR_CLEANING,Elevator Cleaning
CLEANING,LOBBY_DEEP_CLEANING,Lobby Deep Cleaning
CLEANING,OFFICE_CARPET_CLEANING,Office Carpet Cleaning
CLEANING,OFFICE_CHAIR_CLEANING,Office Chair Cleaning
PEST_CONTROL,GENERAL_PEST_CONTROL,General Pest Control
PEST_CONTROL,COCKROACH_CONTROL,Cockroach Control
PEST_CONTROL,TERMITE_CONTROL,Termite Control
PEST_CONTROL,TERMITE_TREATMENT_PRE_CONSTRUCTION,Pre-Construction Anti-Termite Treatment
PEST_CONTROL,TERMITE_TREATMENT_POST_CONSTRUCTION,Post-Construction Termite Treatment
PEST_CONTROL,BED_BUG_TREATMENT,Bed Bug Control
PEST_CONTROL,MOSQUITO_CONTROL,Mosquito Control
PEST_CONTROL,RODENT_CONTROL,Rodent Control
PEST_CONTROL,RAT_CONTROL,Rat Control
PEST_CONTROL,ANT_CONTROL,Ant Control
PEST_CONTROL,SPIDER_CONTROL,Spider Control
PEST_CONTROL,FLY_CONTROL,Fly Control
PEST_CONTROL,LIZARD_CONTROL,Lizard Control
PEST_CONTROL,WOOD_BORER_TREATMENT,Wood Borer Treatment
PEST_CONTROL,WASP_NEST_REMOVAL,Wasp Nest Removal
PEST_CONTROL,BEE_REMOVAL,Bee / Beehive Removal
PEST_CONTROL,BIRD_NETTING,Bird / Pigeon Net Installation
PEST_CONTROL,PIGEON_CONTROL,Pigeon Control
PEST_CONTROL,SNAKE_REPELLENT_TREATMENT,Snake Repellent Treatment
PEST_CONTROL,FUMIGATION_SERVICE,Fumigation / Disinfection
PEST_CONTROL,WAREHOUSE_PEST_CONTROL,Warehouse Pest Control
PEST_CONTROL,RESTAURANT_PEST_CONTROL,Restaurant Pest Control
PEST_CONTROL,KITCHEN_PEST_CONTROL,Kitchen Pest Control
PEST_CONTROL,OFFICE_PEST_CONTROL,Office Pest Control
PEST_CONTROL,GARDEN_PEST_CONTROL,Garden Pest Control
PEST_CONTROL,HERBAL_PEST_CONTROL,Herbal Pest Control
PEST_CONTROL,CHEMICAL_FREE_PEST_CONTROL,Herbal / Chemical-Free Pest Control
PEST_CONTROL,COCKROACH_GEL_TREATMENT,Cockroach Gel Treatment
PEST_CONTROL,TERMITE_SOIL_TREATMENT,Termite Soil Treatment
PEST_CONTROL,ANTI_TERMITE_BARRIER_INSTALLATION,Anti-Termite Barrier Installation
PEST_CONTROL,MOSQUITO_FOGGING,Mosquito Fogging
PEST_CONTROL,SANITIZATION_AND_PEST_CONTROL,Sanitization + Pest Control
PEST_CONTROL,SOCIETY_COMMON_AREA_PEST_CONTROL,Society Common Area Pest Control
PEST_CONTROL,SOCIETY_BASEMENT_PEST_CONTROL,Society Basement Pest Control
PEST_CONTROL,GODOWN_PEST_CONTROL,Warehouse / Godown Pest Control
PEST_CONTROL,SILVERFISH_CONTROL,Silverfish Control
PEST_CONTROL,WOODWORM_TREATMENT,Woodworm / Wood-Borer Control
PEST_CONTROL,FURNITURE_FUMIGATION,Furniture Fumigation
PEST_CONTROL,MATTRESS_BED_BUG_TREATMENT,Mattress Bed Bug Treatment
PEST_CONTROL,SOFA_BED_BUG_TREATMENT,Sofa Bed Bug Treatment
PEST_CONTROL,ANNUAL_MAINTENANCE_PEST_CONTRACT,Annual Pest Control AMC
PEST_CONTROL,QUARTERLY_PEST_CONTROL,Quarterly Pest Control
PEST_CONTROL,ONE_TIME_PEST_TREATMENT,One-Time Pest Control
PEST_CONTROL,RODENT_TRAP_INSTALLATION,Rodent Trap Installation
PEST_CONTROL,RAT_GLUE_TRAP_SERVICE,Rat Glue Trap Placement
PEST_CONTROL,ULTRASONIC_PEST_REPELLENT_INSTALLATION,Ultrasonic Pest Repellent Installation
PEST_CONTROL,MOSQUITO_NET_FIXING,Mosquito Net Installation / Repair
PEST_CONTROL,STORE_ROOM_PEST_CONTROL,Store Room Pest Control
PEST_CONTROL,SCHOOL_PEST_CONTROL,School Pest Control
PEST_CONTROL,HOSPITAL_PEST_CONTROL,Hospital Pest Control
PEST_CONTROL,HOTEL_PEST_CONTROL,Hotel Pest Control
AC_REPAIR,AC_GAS_REFILLING,AC Gas Refilling
AC_REPAIR,AC_INSTALLATION,AC Installation
AC_REPAIR,AC_UNINSTALLATION,AC Uninstallation
AC_REPAIR,AC_SERVICING,AC Servicing
AC_REPAIR,AC_DEEP_CLEANING,AC Deep Cleaning
AC_REPAIR,AC_FILTER_CLEANING,AC Filter Cleaning
AC_REPAIR,AC_COIL_CLEANING,AC Coil Cleaning
AC_REPAIR,AC_NOT_COOLING_REPAIR,AC Not Cooling Repair
AC_REPAIR,AC_WATER_LEAKAGE_REPAIR,AC Water Leakage Repair
AC_REPAIR,AC_NOISE_REPAIR,AC Noise Repair
AC_REPAIR,AC_REMOTE_REPAIR,AC Remote Repair
AC_REPAIR,AC_COMPRESSOR_REPAIR,AC Compressor Repair
AC_REPAIR,AC_COMPRESSOR_REPLACEMENT,AC Compressor Replacement
AC_REPAIR,AC_PCB_REPAIR,AC PCB Repair
AC_REPAIR,AC_PCB_REPLACEMENT,AC PCB Replacement
AC_REPAIR,SPLIT_AC_INSTALLATION,Split AC Installation
AC_REPAIR,WINDOW_AC_INSTALLATION,Window AC Installation
AC_REPAIR,SPLIT_AC_SERVICING,Split AC Servicing
AC_REPAIR,WINDOW_AC_SERVICING,Window AC Servicing
AC_REPAIR,CASSETTE_AC_INSTALLATION,Cassette AC Installation
AC_REPAIR,CASSETTE_AC_SERVICING,Cassette AC Servicing
AC_REPAIR,DUCTABLE_AC_SERVICING,Ductable AC Servicing
AC_REPAIR,AC_STABILIZER_INSTALLATION,AC Stabilizer Installation
AC_REPAIR,AC_COPPER_PIPING,AC Copper Piping
AC_REPAIR,AC_OUTDOOR_UNIT_SERVICING,AC Outdoor Unit Servicing
AC_REPAIR,AC_INDOOR_UNIT_SERVICING,AC Indoor Unit Servicing
AC_REPAIR,AC_FAN_MOTOR_REPAIR,AC Fan Motor Repair
AC_REPAIR,AC_THERMOSTAT_REPAIR,AC Thermostat Repair
AC_REPAIR,AC_DRAIN_PIPE_CLEANING,AC Drain Pipe Cleaning
AC_REPAIR,AC_GAS_LEAK_DETECTION,AC Gas Leak Detection
AC_REPAIR,INVERTER_AC_REPAIR,Inverter AC Repair
AC_REPAIR,NON_INVERTER_AC_SERVICING,Non Inverter AC Servicing
AC_REPAIR,SPLIT_AC_GAS_CHARGING,Split AC Gas Charging
AC_REPAIR,CENTRAL_AC_SERVICING,Central AC Servicing
AC_REPAIR,MULTI_SPLIT_AC_INSTALLATION,Multi Split AC Installation
AC_REPAIR,AC_ANNUAL_MAINTENANCE_CONTRACT,AC Annual Maintenance Contract
AC_REPAIR,AC_RELOCATION_SERVICE,AC Relocation Service
AC_REPAIR,AC_BRACKET_INSTALLATION,AC Bracket Installation
AC_REPAIR,AC_DUCT_CLEANING,AC Duct Cleaning
AC_REPAIR,AC_SENSOR_REPLACEMENT,AC Sensor Replacement
AC_REPAIR,COMMERCIAL_AC_SERVICING,Commercial AC Servicing
AC_REPAIR,OFFICE_AC_MAINTENANCE,Office AC Maintenance
AC_REPAIR,CAR_AC_REPAIR,Car AC Repair
AC_REPAIR,SPLIT_AC_BODY_CLEANING,Split AC Body Cleaning
AC_REPAIR,AC_CAPACITOR_REPLACEMENT,AC Capacitor Replacement
AC_REPAIR,AC_SWING_MOTOR_REPAIR,AC Swing Motor Repair
AC_REPAIR,AC_REMOTE_SENSOR_REPAIR,AC Remote Sensor Repair
AC_REPAIR,AC_DISPLAY_PANEL_REPAIR,AC Display Panel Repair
AC_REPAIR,AC_WIRING_REPAIR,AC Wiring Repair
AC_REPAIR,AC_OVERHAULING,AC Overhauling
AC_REPAIR,AC_PRE_SUMMER_CHECKUP,AC Pre Summer Checkup
APPLIANCE_REPAIR,WASHING_MACHINE_REPAIR,Washing Machine Repair
APPLIANCE_REPAIR,WASHING_MACHINE_INSTALLATION,Washing Machine Installation
APPLIANCE_REPAIR,REFRIGERATOR_REPAIR,Refrigerator Repair
APPLIANCE_REPAIR,REFRIGERATOR_GAS_FILLING,Refrigerator Gas Refill
APPLIANCE_REPAIR,MICROWAVE_REPAIR,Microwave Repair
APPLIANCE_REPAIR,MICROWAVE_INSTALLATION,Microwave Installation
APPLIANCE_REPAIR,DISHWASHER_REPAIR,Dishwasher Repair
APPLIANCE_REPAIR,DISHWASHER_INSTALLATION,Dishwasher Installation
APPLIANCE_REPAIR,WATER_PURIFIER_REPAIR,Water Purifier Repair
APPLIANCE_REPAIR,WATER_PURIFIER_INSTALLATION,Water Purifier Installation
APPLIANCE_REPAIR,RO_SERVICE,RO Service & Maintenance
APPLIANCE_REPAIR,RO_FILTER_REPLACEMENT,RO Filter Replacement
APPLIANCE_REPAIR,GEYSER_REPAIR,Geyser Repair
APPLIANCE_REPAIR,GEYSER_INSTALLATION,Geyser Installation
APPLIANCE_REPAIR,CHIMNEY_REPAIR,Chimney Repair
APPLIANCE_REPAIR,CHIMNEY_INSTALLATION,Chimney Installation
APPLIANCE_REPAIR,CHIMNEY_SERVICING,Kitchen Chimney Service
APPLIANCE_REPAIR,MIXER_GRINDER_REPAIR,Mixer Grinder Repair
APPLIANCE_REPAIR,JUICER_REPAIR,Juicer Repair
APPLIANCE_REPAIR,TOASTER_REPAIR,Toaster Repair
APPLIANCE_REPAIR,INDUCTION_COOKTOP_REPAIR,Induction Cooktop Repair
APPLIANCE_REPAIR,GAS_STOVE_REPAIR,Gas Stove Repair
APPLIANCE_REPAIR,GAS_STOVE_INSTALLATION,Gas Stove Installation
APPLIANCE_REPAIR,OVEN_REPAIR,Oven Repair
APPLIANCE_REPAIR,OTG_REPAIR,OTG Oven Repair
APPLIANCE_REPAIR,VACUUM_CLEANER_REPAIR,Vacuum Cleaner Repair
APPLIANCE_REPAIR,IRON_REPAIR,Iron Repair
APPLIANCE_REPAIR,WATER_HEATER_REPAIR,Water Heater Repair
APPLIANCE_REPAIR,AIR_COOLER_REPAIR,Air Cooler Repair
APPLIANCE_REPAIR,AIR_COOLER_SERVICING,Air Cooler Service
APPLIANCE_REPAIR,AIR_PURIFIER_REPAIR,Air Purifier Repair
APPLIANCE_REPAIR,AIR_PURIFIER_SERVICING,Air Purifier Service
APPLIANCE_REPAIR,CEILING_FAN_REPAIR,Ceiling Fan Repair
APPLIANCE_REPAIR,TABLE_FAN_REPAIR,Table Fan Repair
APPLIANCE_REPAIR,EXHAUST_FAN_REPAIR,Exhaust Fan Repair
APPLIANCE_REPAIR,TV_REPAIR,TV Repair
APPLIANCE_REPAIR,LED_TV_REPAIR,LED TV Repair
APPLIANCE_REPAIR,HOME_THEATRE_REPAIR,Home Theatre Repair
APPLIANCE_REPAIR,SOUND_SYSTEM_REPAIR,Home Audio / Sound System Repair
APPLIANCE_REPAIR,WASHING_MACHINE_DRUM_REPAIR,Washing Machine Drum Repair
APPLIANCE_REPAIR,WASHING_MACHINE_MOTOR_REPAIR,Washing Machine Motor Repair
APPLIANCE_REPAIR,REFRIGERATOR_COMPRESSOR_REPAIR,Refrigerator Compressor Repair
APPLIANCE_REPAIR,REFRIGERATOR_DOOR_SEAL_REPLACEMENT,Refrigerator Door Seal Replacement
APPLIANCE_REPAIR,MICROWAVE_MAGNETRON_REPLACEMENT,Microwave Magnetron Replacement
APPLIANCE_REPAIR,DISHWASHER_PUMP_REPAIR,Dishwasher Pump Repair
APPLIANCE_REPAIR,WATER_DISPENSER_REPAIR,Water Dispenser Repair
APPLIANCE_REPAIR,ROOM_HEATER_REPAIR,Room Heater Repair
APPLIANCE_REPAIR,ELECTRIC_KETTLE_REPAIR,Electric Kettle Repair
APPLIANCE_REPAIR,SANDWICH_MAKER_REPAIR,Sandwich Maker Repair
APPLIANCE_REPAIR,FOOD_PROCESSOR_REPAIR,Food Processor Repair
APPLIANCE_REPAIR,COFFEE_MAKER_REPAIR,Coffee Maker Repair
APPLIANCE_REPAIR,RICE_COOKER_REPAIR,Rice Cooker Repair
APPLIANCE_REPAIR,INDUCTION_BOARD_REPLACEMENT,Induction Board Replacement
APPLIANCE_REPAIR,APPLIANCE_ANNUAL_MAINTENANCE,Appliance AMC / Annual Service
APPLIANCE_REPAIR,MULTI_BRAND_APPLIANCE_SERVICING,Multi-Brand Appliance Service
INTERIOR_DESIGN,FULL_HOME_INTERIOR_DESIGN,Full Home Interior Design
INTERIOR_DESIGN,LIVING_ROOM_DESIGN,Living Room Interior
INTERIOR_DESIGN,BEDROOM_INTERIOR_DESIGN,Bedroom Interior
INTERIOR_DESIGN,KITCHEN_INTERIOR_DESIGN,Kitchen Interior
INTERIOR_DESIGN,MODULAR_KITCHEN_DESIGN,Modular Kitchen Design
INTERIOR_DESIGN,BATHROOM_INTERIOR_DESIGN,Bathroom Interior
INTERIOR_DESIGN,OFFICE_INTERIOR_DESIGN,Office Interior
INTERIOR_DESIGN,SHOP_INTERIOR_DESIGN,Shop / Retail Interior
INTERIOR_DESIGN,FALSE_CEILING_DESIGN,False Ceiling Design
INTERIOR_DESIGN,WARDROBE_DESIGN,Wardrobe Design
INTERIOR_DESIGN,TV_UNIT_DESIGN,TV Unit Design
INTERIOR_DESIGN,STUDY_ROOM_DESIGN,Study Room Interior
INTERIOR_DESIGN,KIDS_ROOM_DESIGN,Kids Room Interior
INTERIOR_DESIGN,POOJA_ROOM_DESIGN,Pooja Room Interior
INTERIOR_DESIGN,BALCONY_DESIGN,Balcony Design
INTERIOR_DESIGN,TERRACE_DESIGN,Terrace Design
INTERIOR_DESIGN,SPACE_PLANNING,Space Planning
INTERIOR_DESIGN,3D_VISUALIZATION,3D Interior 3D Visualization
INTERIOR_DESIGN,FURNITURE_LAYOUT_PLANNING,Furniture Layout Planning
INTERIOR_DESIGN,LIGHTING_DESIGN,Interior Lighting Design
INTERIOR_DESIGN,COLOR_CONSULTATION_INTERIOR,Interior Colour Consultation
INTERIOR_DESIGN,WALL_PANELLING_DESIGN,Wall Panelling Design
INTERIOR_DESIGN,WALLPAPER_CONSULTATION,Wallpaper Selection & Consultation
INTERIOR_DESIGN,FLOORING_DESIGN_CONSULTATION,Flooring Design Consultation
INTERIOR_DESIGN,HOME_RENOVATION_DESIGN,Home Renovation Design
INTERIOR_DESIGN,APARTMENT_INTERIOR_DESIGN,Apartment Interior Design
INTERIOR_DESIGN,VILLA_INTERIOR_DESIGN,Villa Interior Design
INTERIOR_DESIGN,STUDIO_APARTMENT_DESIGN,Studio Apartment Interior
INTERIOR_DESIGN,DUPLEX_INTERIOR_DESIGN,Duplex Interior Design
INTERIOR_DESIGN,PENTHOUSE_INTERIOR_DESIGN,Penthouse Interior Design
INTERIOR_DESIGN,RESTAURANT_INTERIOR_DESIGN,Restaurant Interior
INTERIOR_DESIGN,CAFE_INTERIOR_DESIGN,Cafe Interior
INTERIOR_DESIGN,SALON_INTERIOR_DESIGN,Salon Interior
INTERIOR_DESIGN,CLINIC_INTERIOR_DESIGN,Clinic Interior
INTERIOR_DESIGN,RETAIL_STORE_DESIGN,Retail Store Interior
INTERIOR_DESIGN,SHOWROOM_INTERIOR_DESIGN,Showroom Interior
INTERIOR_DESIGN,OFFICE_CABIN_DESIGN,Office Cabin Interior
INTERIOR_DESIGN,RECEPTION_AREA_DESIGN,Reception Area Design
INTERIOR_DESIGN,CONFERENCE_ROOM_DESIGN,Conference Room Interior
INTERIOR_DESIGN,CO_WORKING_SPACE_DESIGN,Co-working Space Interior
INTERIOR_DESIGN,MINIMALIST_INTERIOR_DESIGN,Minimalist Home Interior
INTERIOR_DESIGN,MODERN_INTERIOR_DESIGN,Modern Home Interior
INTERIOR_DESIGN,TRADITIONAL_INTERIOR_DESIGN,Traditional Home Interior
INTERIOR_DESIGN,SCANDINAVIAN_INTERIOR_DESIGN,Scandinavian Interior
INTERIOR_DESIGN,INDUSTRIAL_INTERIOR_DESIGN,Industrial Interior
INTERIOR_DESIGN,VASTU_COMPLIANT_DESIGN,Vastu-Friendly Interior Design
INTERIOR_DESIGN,HOME_OFFICE_DESIGN,Home Office Interior
INTERIOR_DESIGN,GUEST_ROOM_DESIGN,Guest Room Interior
INTERIOR_DESIGN,HOME_BAR_DESIGN,Home Bar Interior
INTERIOR_DESIGN,WINE_CELLAR_DESIGN,Wine Cellar Design
INTERIOR_DESIGN,HOME_THEATRE_ROOM_DESIGN,Home Theatre Interior
INTERIOR_DESIGN,ROOFTOP_LOUNGE_DESIGN,Rooftop Lounge Design
INTERIOR_DESIGN,GARDEN_LANDSCAPE_DESIGN_CONSULTATION,Landscape Design Consultation
SALON_BEAUTY,HAIRCUT_MEN,Men’s Haircut
SALON_BEAUTY,HAIRCUT_WOMEN,Women’s Haircut
SALON_BEAUTY,HAIR_SPA,Hair Spa
SALON_BEAUTY,HAIR_COLORING,Hair Colouring
SALON_BEAUTY,HAIR_HIGHLIGHTS,Hair Highlights
SALON_BEAUTY,HAIR_STRAIGHTENING,Hair Straightening
SALON_BEAUTY,HAIR_SMOOTHENING,Hair Smoothening
SALON_BEAUTY,KERATIN_TREATMENT,Keratin Hair Treatment
SALON_BEAUTY,HAIR_BOTOX_TREATMENT,Hair Botox
SALON_BEAUTY,BEARD_TRIM,Beard Trim
SALON_BEAUTY,BEARD_STYLING,Beard Styling
SALON_BEAUTY,SHAVING_SERVICE,Shaving
SALON_BEAUTY,FACIAL_BASIC,Basic Facial
SALON_BEAUTY,FACIAL_GOLD,Gold Facial
SALON_BEAUTY,FACIAL_FRUIT,Fruit Facial
SALON_BEAUTY,FACIAL_DIAMOND,Diamond Facial
SALON_BEAUTY,FACIAL_ANTI_AGING,Anti-Ageing Facial
SALON_BEAUTY,FACIAL_BRIDAL,Bridal Facial
SALON_BEAUTY,CLEANUP_SERVICE,Face Cleanup
SALON_BEAUTY,DE_TAN_TREATMENT,De-Tan Treatment
SALON_BEAUTY,BLEACH_SERVICE,Face / Body Bleach
SALON_BEAUTY,THREADING_EYEBROW,Eyebrow Threading
SALON_BEAUTY,THREADING_UPPER_LIP,Upper-Lip Threading
SALON_BEAUTY,WAXING_FULL_BODY,Full-Body Waxing
SALON_BEAUTY,WAXING_HALF_ARMS,Half-Arm Waxing
SALON_BEAUTY,WAXING_FULL_LEGS,Full-Leg Waxing
SALON_BEAUTY,WAXING_UNDERARMS,Underarm Waxing
SALON_BEAUTY,WAXING_BIKINI,Bikini Waxing
SALON_BEAUTY,MANICURE_BASIC,Basic Manicure
SALON_BEAUTY,MANICURE_SPA,Spa Manicure
SALON_BEAUTY,PEDICURE_BASIC,Basic Pedicure
SALON_BEAUTY,PEDICURE_SPA,Spa Pedicure
SALON_BEAUTY,NAIL_EXTENSION,Nail Extensions
SALON_BEAUTY,NAIL_ART,Nail Art
SALON_BEAUTY,GEL_POLISH_APPLICATION,Gel Polish
SALON_BEAUTY,HAIR_SPA_DEEP_CONDITIONING,Deep Conditioning Hair Spa
SALON_BEAUTY,HAIR_FALL_TREATMENT,Hair-Fall Care
SALON_BEAUTY,DANDRUFF_TREATMENT,Dandruff / Scalp Care
SALON_BEAUTY,SCALP_TREATMENT,Scalp Treatment
SALON_BEAUTY,HAIR_WASH_AND_BLOW_DRY,Hair Wash & Blow-Dry
SALON_BEAUTY,HAIR_STYLING_CURLS,Curly Hair Styling
SALON_BEAUTY,HAIR_STYLING_STRAIGHT,Straight Hair Styling
SALON_BEAUTY,BRIDAL_MAKEUP,Bridal Makeup
SALON_BEAUTY,PARTY_MAKEUP,Party Makeup
SALON_BEAUTY,ENGAGEMENT_MAKEUP,Engagement Makeup
SALON_BEAUTY,HD_MAKEUP,HD Makeup
SALON_BEAUTY,AIRBRUSH_MAKEUP,Airbrush Makeup
SALON_BEAUTY,SAREE_DRAPING,Saree Draping
SALON_BEAUTY,HAIR_EXTENSION_APPLICATION,Hair Extension Application
SALON_BEAUTY,WIG_STYLING,Wig Styling
SALON_BEAUTY,HEAD_MASSAGE,Head Massage
SALON_BEAUTY,BODY_MASSAGE,Body Massage
SALON_BEAUTY,AROMA_THERAPY_MASSAGE,Aromatherapy Massage
SALON_BEAUTY,DEEP_TISSUE_MASSAGE,Deep-Tissue Massage
SALON_BEAUTY,FOOT_REFLEXOLOGY,Foot Reflexology
SALON_BEAUTY,BODY_SCRUB,Body Scrub
SALON_BEAUTY,BODY_POLISHING,Body Polishing
SALON_BEAUTY,SKIN_WHITENING_TREATMENT,Skin Brightening Treatment
SALON_BEAUTY,ACNE_TREATMENT_FACIAL,Acne-Care Facial
SALON_BEAUTY,PIGMENTATION_TREATMENT,Pigmentation-Care Facial
SALON_BEAUTY,UNDER_EYE_TREATMENT,Under-Eye Care
SALON_BEAUTY,LIP_TINT_APPLICATION,Lip Tint
SALON_BEAUTY,EYEBROW_SHAPING,Eyebrow Shaping
SALON_BEAUTY,EYELASH_EXTENSION,Eyelash Extensions
SALON_BEAUTY,MAKEUP_TRIAL_SESSION,Makeup Trial
SALON_BEAUTY,GROOM_GROOMING_PACKAGE,Grooming Package
SALON_BEAUTY,BRIDAL_PACKAGE_FULL,Complete Bridal Package
SALON_BEAUTY,KIDS_HAIRCUT,Kids’ Haircut
SALON_BEAUTY,SENIOR_CITIZEN_HAIRCUT,Senior Citizen Haircut
FITNESS_TRAINER,PERSONAL_TRAINING_SESSION,1-on-1 Personal Training
FITNESS_TRAINER,HOME_GYM_TRAINING,Home Personal Training
FITNESS_TRAINER,WEIGHT_LOSS_PROGRAM,Weight Loss Coaching
FITNESS_TRAINER,WEIGHT_GAIN_PROGRAM,Healthy Weight-Gain Coaching
FITNESS_TRAINER,STRENGTH_TRAINING,Strength Training
FITNESS_TRAINER,CARDIO_TRAINING,Cardio Training
FITNESS_TRAINER,YOGA_SESSION,Yoga Sessions
FITNESS_TRAINER,PILATES_SESSION,Pilates Sessions
FITNESS_TRAINER,ZUMBA_SESSION,Zumba Classes
FITNESS_TRAINER,HIIT_TRAINING,HIIT Workouts
FITNESS_TRAINER,CROSSFIT_COACHING,CrossFit Coaching
FITNESS_TRAINER,FUNCTIONAL_TRAINING,Functional Fitness Training
FITNESS_TRAINER,BODYBUILDING_COACHING,Bodybuilding Coaching
FITNESS_TRAINER,POWERLIFTING_COACHING,Powerlifting Coaching
FITNESS_TRAINER,NUTRITION_CONSULTATION,Nutrition Consultation
FITNESS_TRAINER,DIET_PLANNING,Personal Diet Plan
FITNESS_TRAINER,POST_PREGNANCY_FITNESS_TRAINING,Post-Pregnancy Fitness
FITNESS_TRAINER,PRE_WEDDING_FITNESS_PROGRAM,Pre-Wedding Fitness Program
FITNESS_TRAINER,SENIOR_CITIZEN_FITNESS_TRAINING,Senior Fitness Training
FITNESS_TRAINER,KIDS_FITNESS_TRAINING,Kids Fitness Training
FITNESS_TRAINER,SPORTS_SPECIFIC_CONDITIONING,Sports Performance Training
FITNESS_TRAINER,INJURY_REHABILITATION_TRAINING,Fitness Rehab / Recovery Training
FITNESS_TRAINER,POSTURE_CORRECTION_TRAINING,Posture Correction Training
FITNESS_TRAINER,FLEXIBILITY_TRAINING,Flexibility Training
FITNESS_TRAINER,CORE_STRENGTH_TRAINING,Core Strength Training
FITNESS_TRAINER,GROUP_FITNESS_CLASS,Group Fitness Classes
FITNESS_TRAINER,ONLINE_FITNESS_COACHING,Online Personal Training
FITNESS_TRAINER,BOXING_TRAINING,Boxing Training
FITNESS_TRAINER,KICKBOXING_TRAINING,Kickboxing Training
FITNESS_TRAINER,MARTIAL_ARTS_TRAINING,Martial Arts Training
FITNESS_TRAINER,DANCE_FITNESS_TRAINING,Dance Fitness
FITNESS_TRAINER,AEROBICS_CLASS,Aerobics Classes
FITNESS_TRAINER,MEDITATION_SESSION,Meditation Sessions
FITNESS_TRAINER,BREATHING_EXERCISE_COACHING,Breathing & Mobility Sessions
FITNESS_TRAINER,CIRCUIT_TRAINING,Circuit Training
FITNESS_TRAINER,TRX_TRAINING,TRX Suspension Training
FITNESS_TRAINER,RESISTANCE_BAND_TRAINING,Resistance Band Workouts
FITNESS_TRAINER,BODYWEIGHT_TRAINING,Bodyweight Workouts
FITNESS_TRAINER,MARATHON_TRAINING_COACHING,Marathon Coaching
FITNESS_TRAINER,RUNNING_COACHING,Running Coaching
FITNESS_TRAINER,CYCLING_TRAINING,Cycling Coaching
FITNESS_TRAINER,SWIMMING_FITNESS_COACHING,Swimming Fitness Coaching
FITNESS_TRAINER,BODY_TRANSFORMATION_PROGRAM,Body Transformation Program
FITNESS_TRAINER,DIABETIC_FITNESS_PROGRAM,Fitness for Diabetes Management
FITNESS_TRAINER,OBESITY_MANAGEMENT_PROGRAM,Weight & Obesity Management
FITNESS_TRAINER,MUSCLE_BUILDING_PROGRAM,Muscle-Building Program
FITNESS_TRAINER,TONING_PROGRAM,Body Toning Program
FITNESS_TRAINER,ATHLETIC_PERFORMANCE_TRAINING,Athletic Performance Coaching
COOK,DAILY_HOME_COOKING,Daily Home-Cooked Meals
COOK,NORTH_INDIAN_COOKING,North Indian Home Cooking
COOK,SOUTH_INDIAN_COOKING,South Indian Home Cooking
COOK,CONTINENTAL_COOKING,Continental Home Cooking
COOK,CHINESE_COOKING,Chinese Home Cooking
COOK,TIFFIN_SERVICE_COOKING,Tiffin / Meal Subscription Cooking
COOK,PARTY_COOKING_SERVICE,Party & Event Cooking
COOK,WEDDING_FUNCTION_COOKING,Wedding & Function Cooking
